Preliminary Day-ahead Scheduling Reserve Summary
Month:,"March, 2009" ,Report Creation Timestamp (EPT):, 08/03/2012 10:28:28 AM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
03/10/2009 05,03/10/2009 09,.000,60607.497000,4821.800,.00,4821.800
03/10/2009 06,03/10/2009 10,.000,65030.069000,4813.700,.00,4813.700
03/10/2009 07,03/10/2009 11,.050,73738.248000,4768.400,238.55,4768.400
03/10/2009 08,03/10/2009 12,.050,80056.854000,4807.000,240.44,4807.000
03/10/2009 09,03/10/2009 13,.050,80646.186000,4807.600,240.50,4807.600
03/10/2009 10,03/10/2009 14,.050,80335.711000,4812.900,240.72,4812.900
03/10/2009 11,03/10/2009 15,.050,80407.036000,4814.100,240.80,4814.100
03/10/2009 12,03/10/2009 16,.050,80058.490000,4815.300,240.87,4815.300
03/10/2009 13,03/10/2009 17,.050,79289.161000,4815.800,240.88,4815.800
03/10/2009 14,03/10/2009 18,.050,78766.000000,4815.400,240.90,4815.400
03/10/2009 15,03/10/2009 19,.050,77932.573000,4760.700,238.14,4760.700
03/10/2009 16,03/10/2009 20,.050,77145.827000,4651.100,232.64,4651.100
03/10/2009 17,03/10/2009 21,.050,77215.557000,4831.700,241.70,4831.700
03/10/2009 18,03/10/2009 22,.050,77823.939000,4829.600,241.57,4829.600
03/10/2009 19,03/10/2009 23,.050,78824.510000,4836.000,241.90,4836.000
03/10/2009 20,03/11/2009 00,.070,81835.823000,4840.900,338.87,4840.900
03/10/2009 21,03/11/2009 01,.070,82503.058000,4840.000,338.80,4840.000
03/10/2009 22,03/11/2009 02,.050,79523.170000,4838.400,242.04,4838.400
03/10/2009 23,03/11/2009 03,.050,74577.832000,4794.900,239.84,4794.900
03/10/2009 24,03/11/2009 04,.000,68778.713000,4830.800,.00,4830.800
03/11/2009 01,03/11/2009 05,.000,64306.347000,4950.600,.00,4950.600
03/11/2009 02,03/11/2009 06,.000,61855.172000,4939.900,.00,4939.900
03/11/2009 03,03/11/2009 07,.000,60677.541000,4938.700,.00,4938.700
03/11/2009 04,03/11/2009 08,.000,60347.278000,4937.900,.00,4937.900
03/11/2009 05,03/11/2009 09,.000,61381.720000,4818.300,.00,4818.300
03/11/2009 06,03/11/2009 10,.000,65656.222000,4784.200,.00,4784.200
03/11/2009 07,03/11/2009 11,.010,74032.392000,4819.000,48.21,4819.000
03/11/2009 08,03/11/2009 12,.050,80152.521000,4920.000,246.09,4920.000
03/11/2009 09,03/11/2009 13,.050,80361.394000,4900.700,245.11,4900.700
03/11/2009 10,03/11/2009 14,.050,80251.520000,4900.600,245.12,4900.600
03/11/2009 11,03/11/2009 15,.050,80118.176000,4896.000,244.90,4896.000
03/11/2009 12,03/11/2009 16,.050,79310.692000,4799.600,240.08,4799.600
03/11/2009 13,03/11/2009 17,.050,78450.581000,4869.500,243.57,4869.500
03/11/2009 14,03/11/2009 18,.000,77663.871000,4834.100,.00,4834.100
03/11/2009 15,03/11/2009 19,.000,76750.644000,4746.400,.00,4746.400
03/11/2009 16,03/11/2009 20,.000,76034.242000,4685.800,.00,4685.800
03/11/2009 17,03/11/2009 21,.000,75796.259000,4845.800,.00,4845.800
03/11/2009 18,03/11/2009 22,.000,76307.468000,4844.100,.00,4844.100
03/11/2009 19,03/11/2009 23,.050,77199.506000,4836.100,241.90,4836.100
