Preliminary Day-ahead Scheduling Reserve Summary
Month:,"May, 2010" ,Report Creation Timestamp (EPT):, 03/25/2013 12:57:13 PM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
05/10/2010 21,05/11/2010 01,.040,74208.449000,3810.400,152.40,3810.400
05/10/2010 22,05/11/2010 02,.000,73656.531000,3888.500,.00,3888.500
05/10/2010 23,05/11/2010 03,.000,68395.696000,4065.100,.00,4065.100
05/10/2010 24,05/11/2010 04,.000,62526.035000,4069.600,.00,4069.600
05/11/2010 01,05/11/2010 05,.000,58294.452000,4297.600,.00,4297.600
05/11/2010 02,05/11/2010 06,.000,56068.752000,4330.500,.00,4330.500
05/11/2010 03,05/11/2010 07,.000,55340.637000,4297.600,.00,4297.600
05/11/2010 04,05/11/2010 08,.000,55220.586000,4337.500,.00,4337.500
05/11/2010 05,05/11/2010 09,.000,56445.050000,4297.600,.00,4297.600
05/11/2010 06,05/11/2010 10,.000,60543.462000,4297.600,.00,4297.600
05/11/2010 07,05/11/2010 11,.000,67259.179000,5187.600,.00,5187.600
05/11/2010 08,05/11/2010 12,.000,72242.039000,5187.600,.00,5187.600
05/11/2010 09,05/11/2010 13,.000,74013.247000,5187.600,.00,5187.600
05/11/2010 10,05/11/2010 14,.000,75140.415000,5134.200,.00,5134.200
05/11/2010 11,05/11/2010 15,.000,76085.012000,5112.900,.00,5112.900
05/11/2010 12,05/11/2010 16,.000,76240.397000,5134.200,.00,5134.200
05/11/2010 13,05/11/2010 17,.000,76262.369000,5144.800,.00,5144.800
05/11/2010 14,05/11/2010 18,.000,76097.077000,5187.600,.00,5187.600
05/11/2010 15,05/11/2010 19,.000,75572.747000,5178.700,.00,5178.700
05/11/2010 16,05/11/2010 20,.000,75093.852000,5187.600,.00,5187.600
05/11/2010 17,05/11/2010 21,.000,75496.430000,5181.200,.00,5181.200
05/11/2010 18,05/11/2010 22,.000,76070.370000,4848.300,.00,4848.300
05/11/2010 19,05/11/2010 23,.000,76217.098000,4508.500,.00,4508.500
05/11/2010 20,05/12/2010 00,.000,76343.219000,4530.300,.00,4530.300
05/11/2010 21,05/12/2010 01,.040,77106.702000,3930.200,157.24,3930.200
05/11/2010 22,05/12/2010 02,.000,75423.723000,3925.200,.00,3925.200
05/11/2010 23,05/12/2010 03,.000,70075.798000,3990.600,.00,3990.600
05/11/2010 24,05/12/2010 04,.000,64050.040000,3981.000,.00,3981.000
05/12/2010 01,05/12/2010 05,.000,59773.788000,4316.400,.00,4316.400
05/12/2010 02,05/12/2010 06,.000,57123.637000,4316.400,.00,4316.400
05/12/2010 03,05/12/2010 07,.000,55946.959000,4319.400,.00,4319.400
05/12/2010 04,05/12/2010 08,.000,55314.012000,4256.400,.00,4256.400
05/12/2010 05,05/12/2010 09,.000,56254.347000,4206.400,.00,4206.400
05/12/2010 06,05/12/2010 10,.000,60556.860000,4330.000,.00,4330.000
05/12/2010 07,05/12/2010 11,.000,66753.966000,5092.400,.00,5092.400
05/12/2010 08,05/12/2010 12,.000,71642.223000,5086.400,.00,5086.400
05/12/2010 09,05/12/2010 13,.000,73871.735000,5086.400,.00,5086.400
05/12/2010 10,05/12/2010 14,.000,75231.691000,5066.600,.00,5066.600
05/12/2010 11,05/12/2010 15,.010,76466.466000,5028.300,50.30,5028.300
05/12/2010 12,05/12/2010 16,.010,77101.317000,5028.900,50.31,5028.900
05/12/2010 13,05/12/2010 17,.020,77554.138000,5029.000,100.59,5029.000
05/12/2010 14,05/12/2010 18,.010,78040.544000,5041.000,50.41,5041.000
05/12/2010 15,05/12/2010 19,.000,77786.041000,5086.400,.00,5086.400
05/12/2010 16,05/12/2010 20,.000,77386.253000,5086.400,.00,5086.400
05/12/2010 17,05/12/2010 21,.000,77346.825000,5092.400,.00,5092.400
05/12/2010 18,05/12/2010 22,.000,77360.690000,4779.100,.00,4779.100
05/12/2010 19,05/12/2010 23,.000,76550.587000,4430.300,.00,4430.300
05/12/2010 20,05/13/2010 00,.000,76069.009000,4439.200,.00,4439.200
05/12/2010 21,05/13/2010 01,.010,77427.895000,3843.300,38.44,3843.300
05/12/2010 22,05/13/2010 02,.000,75652.427000,3887.400,.00,3887.400
05/12/2010 23,05/13/2010 03,.000,70270.780000,4086.000,.00,4086.000
05/12/2010 24,05/13/2010 04,.000,64080.666000,3899.400,.00,3899.400
05/13/2010 01,05/13/2010 05,.000,59566.453000,4192.800,.00,4192.800
05/13/2010 02,05/13/2010 06,.000,57018.082000,4171.800,.00,4171.800
05/13/2010 03,05/13/2010 07,.000,55469.618000,4061.800,.00,4061.800
05/13/2010 04,05/13/2010 08,.000,54993.354000,4167.500,.00,4167.500
05/13/2010 05,05/13/2010 09,.000,55893.958000,4061.800,.00,4061.800
05/13/2010 06,05/13/2010 10,.000,59654.181000,4061.800,.00,4061.800
05/13/2010 07,05/13/2010 11,.000,66610.140000,4941.800,.00,4941.800
05/13/2010 08,05/13/2010 12,.000,71444.915000,4935.800,.00,4935.800
05/13/2010 09,05/13/2010 13,.000,73146.037000,4935.800,.00,4935.800
05/13/2010 10,05/13/2010 14,.000,73865.815000,4935.800,.00,4935.800
05/13/2010 11,05/13/2010 15,.000,75298.209000,4926.600,.00,4926.600
05/13/2010 12,05/13/2010 16,.000,75760.400000,4892.400,.00,4892.400
05/13/2010 13,05/13/2010 17,.000,76181.886000,4900.300,.00,4900.300
05/13/2010 14,05/13/2010 18,.000,76602.993000,4904.900,.00,4904.900
05/13/2010 15,05/13/2010 19,.000,76493.177000,4899.800,.00,4899.800
05/13/2010 16,05/13/2010 20,.000,76322.805000,4904.300,.00,4904.300
05/13/2010 17,05/13/2010 21,.000,76230.588000,4899.900,.00,4899.900
05/13/2010 18,05/13/2010 22,.000,75817.356000,4897.400,.00,4897.400
05/13/2010 19,05/13/2010 23,.010,74755.769000,4572.700,45.72,4572.700
05/13/2010 20,05/14/2010 00,.000,74491.449000,4572.400,.00,4572.400
05/13/2010 21,05/14/2010 01,.010,76696.985000,4012.600,40.13,4012.600
05/13/2010 22,05/14/2010 02,.000,76071.619000,4055.800,.00,4055.800
05/13/2010 23,05/14/2010 03,.000,70803.345000,4061.800,.00,4061.800
05/13/2010 24,05/14/2010 04,.000,64624.842000,4171.800,.00,4171.800
05/14/2010 01,05/14/2010 05,.000,59899.885000,4036.000,.00,4036.000
05/14/2010 02,05/14/2010 06,.000,56920.226000,3988.800,.00,3988.800
05/14/2010 03,05/14/2010 07,.000,55143.428000,4055.100,.00,4055.100
05/14/2010 04,05/14/2010 08,.000,54595.201000,3988.800,.00,3988.800
05/14/2010 05,05/14/2010 09,.000,55216.685000,3988.800,.00,3988.800
05/14/2010 06,05/14/2010 10,.000,58952.824000,3988.800,.00,3988.800
05/14/2010 07,05/14/2010 11,.000,64919.046000,4860.800,.00,4860.800
05/14/2010 08,05/14/2010 12,.000,70225.823000,4884.800,.00,4884.800
05/14/2010 09,05/14/2010 13,.000,73201.134000,4878.900,.00,4878.900
05/14/2010 10,05/14/2010 14,.000,75148.482000,4878.800,.00,4878.800
05/14/2010 11,05/14/2010 15,.000,77087.842000,4878.800,.00,4878.800
05/14/2010 12,05/14/2010 16,.000,78861.410000,4855.300,.00,4855.300
05/14/2010 13,05/14/2010 17,.000,80296.094000,4805.100,.00,4805.100
05/14/2010 14,05/14/2010 18,.010,82370.320000,4804.800,48.08,4804.800
05/14/2010 15,05/14/2010 19,.010,83711.132000,4805.100,48.09,4805.100
05/14/2010 16,05/14/2010 20,.010,84453.455000,4805.000,48.07,4805.000
05/14/2010 17,05/14/2010 21,.000,85168.192000,4805.100,.00,4805.100
05/14/2010 18,05/14/2010 22,.010,84895.318000,4806.200,48.09,4806.200
