Preliminary Day-ahead Scheduling Reserve Summary
Month:,"June, 2011" ,Report Creation Timestamp (EPT):, 03/05/2013 11:09:25 AM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
06/10/2011 13,06/10/2011 17,.040,112602.888000,7856.700,314.23,7856.700
06/10/2011 14,06/10/2011 18,.500,115751.932000,7764.200,3882.10,7764.200
06/10/2011 15,06/10/2011 19,.500,117654.565000,7707.800,3853.90,7707.800
06/10/2011 16,06/10/2011 20,.500,118421.963000,7723.500,3861.75,7723.500
06/10/2011 17,06/10/2011 21,.490,118837.507000,7756.400,3800.64,7756.400
06/10/2011 18,06/10/2011 22,.050,117138.956000,7599.900,380.10,7599.900
06/10/2011 19,06/10/2011 23,.040,113087.333000,7099.100,283.95,7099.100
06/10/2011 20,06/11/2011 00,.020,108181.971000,7079.400,141.58,7079.400
06/10/2011 21,06/11/2011 01,.020,104877.541000,6985.600,139.72,6985.600
06/10/2011 22,06/11/2011 02,.020,102816.046000,7156.700,143.14,7156.700
06/10/2011 23,06/11/2011 03,.020,96450.945000,7206.400,144.12,7206.400
06/10/2011 24,06/11/2011 04,.010,88384.097000,7189.600,71.91,7189.600
06/11/2011 01,06/11/2011 05,.010,81159.994000,6111.000,61.15,6111.000
06/11/2011 02,06/11/2011 06,.000,75932.357000,6186.300,.00,6186.300
06/11/2011 03,06/11/2011 07,.000,72416.526000,6157.200,.00,6157.200
06/11/2011 04,06/11/2011 08,.000,70296.258000,5907.300,.00,5907.300
06/11/2011 05,06/11/2011 09,.000,69191.817000,6154.500,.00,6154.500
06/11/2011 06,06/11/2011 10,.000,69213.154000,6283.700,.00,6283.700
06/11/2011 07,06/11/2011 11,.000,70257.911000,6190.300,.00,6190.300
06/11/2011 08,06/11/2011 12,.000,74059.189000,6118.100,.00,6118.100
06/11/2011 09,06/11/2011 13,.010,79954.896000,6202.000,62.03,6202.000
06/11/2011 10,06/11/2011 14,.020,85755.467000,5862.000,117.24,5862.000
06/11/2011 11,06/11/2011 15,.040,90506.260000,5974.900,238.97,5974.900
06/11/2011 12,06/11/2011 16,.050,94227.478000,5897.200,294.97,5897.200
06/11/2011 13,06/11/2011 17,.100,96762.052000,6050.000,605.00,6050.000
06/11/2011 14,06/11/2011 18,.250,98539.105000,6064.300,1516.19,6064.300
06/11/2011 15,06/11/2011 19,.400,99622.847000,6038.900,2415.56,6038.900
06/11/2011 16,06/11/2011 20,.250,100166.849000,5966.600,1491.72,5966.600
06/11/2011 17,06/11/2011 21,.250,100115.678000,6014.800,1503.77,6014.800
06/11/2011 18,06/11/2011 22,.250,98671.868000,5948.800,1487.28,5948.800
06/11/2011 19,06/11/2011 23,.050,96417.483000,5975.500,298.91,5975.500
06/11/2011 20,06/12/2011 00,.020,93728.572000,6116.500,122.33,6116.500
06/11/2011 21,06/12/2011 01,.020,91696.513000,6201.100,124.02,6201.100
06/11/2011 22,06/12/2011 02,.020,90527.744000,6228.700,124.57,6228.700
06/11/2011 23,06/12/2011 03,.040,85959.386000,6036.700,241.49,6036.700
06/11/2011 24,06/12/2011 04,.010,79624.956000,6102.700,61.06,6102.700
06/12/2011 01,06/12/2011 05,.000,73509.516000,5811.500,.00,5811.500
06/12/2011 02,06/12/2011 06,.000,69014.366000,5880.500,.00,5880.500
06/12/2011 03,06/12/2011 07,.000,66085.115000,5863.900,.00,5863.900
06/12/2011 04,06/12/2011 08,.000,64196.896000,5878.800,.00,5878.800
06/12/2011 05,06/12/2011 09,.000,63079.251000,5809.300,.00,5809.300
06/12/2011 06,06/12/2011 10,.000,62875.192000,5853.700,.00,5853.700
06/12/2011 07,06/12/2011 11,.000,62748.150000,5878.500,.00,5878.500
06/12/2011 08,06/12/2011 12,.000,65862.271000,5795.200,.00,5795.200
06/12/2011 09,06/12/2011 13,.000,71362.156000,5817.900,.00,5817.900
06/12/2011 10,06/12/2011 14,.000,76771.486000,5896.100,.00,5896.100
06/12/2011 11,06/12/2011 15,.010,81450.369000,5844.000,58.52,5844.000
06/12/2011 12,06/12/2011 16,.020,85226.339000,5815.300,116.35,5815.300
06/12/2011 13,06/12/2011 17,.040,87999.527000,5770.900,230.86,5770.900
06/12/2011 14,06/12/2011 18,.050,90259.017000,5621.100,281.18,5621.100
06/12/2011 15,06/12/2011 19,.050,91446.349000,5601.200,280.20,5601.200
06/12/2011 16,06/12/2011 20,.050,91996.115000,5600.900,280.15,5600.900
06/12/2011 17,06/12/2011 21,.050,91939.575000,5601.100,280.14,5601.100
06/12/2011 18,06/12/2011 22,.050,91168.117000,5620.800,281.16,5620.800
06/12/2011 19,06/12/2011 23,.050,89876.885000,5621.100,281.16,5621.100
06/12/2011 20,06/13/2011 00,.020,87801.619000,5800.100,116.03,5800.100
06/12/2011 21,06/13/2011 01,.020,86945.737000,5798.900,116.01,5798.900
06/12/2011 22,06/13/2011 02,.020,87198.016000,5814.100,116.32,5814.100
06/12/2011 23,06/13/2011 03,.000,82538.875000,5776.600,.00,5776.600
06/12/2011 24,06/13/2011 04,.000,76357.136000,5768.900,.00,5768.900
06/13/2011 01,06/13/2011 05,.000,70753.390000,6350.400,.00,6350.400
06/13/2011 02,06/13/2011 06,.000,66959.513000,6631.900,.00,6631.900
06/13/2011 03,06/13/2011 07,.000,64711.609000,6587.200,.00,6587.200
06/13/2011 04,06/13/2011 08,.000,63652.653000,6633.500,.00,6633.500
06/13/2011 05,06/13/2011 09,.000,64064.975000,6633.500,.00,6633.500
06/13/2011 06,06/13/2011 10,.000,67190.379000,6619.600,.00,6619.600
06/13/2011 07,06/13/2011 11,.000,72091.502000,6638.700,.00,6638.700
06/13/2011 08,06/13/2011 12,.000,78136.459000,6771.400,.00,6771.400
06/13/2011 09,06/13/2011 13,.010,82725.146000,6675.300,66.74,6675.300
06/13/2011 10,06/13/2011 14,.010,85914.998000,6666.300,66.71,6666.300
06/13/2011 11,06/13/2011 15,.020,89043.029000,6605.400,132.14,6605.400
06/13/2011 12,06/13/2011 16,.020,91004.960000,6715.300,134.34,6715.300
06/13/2011 13,06/13/2011 17,.040,92471.887000,6680.500,267.23,6680.500
06/13/2011 14,06/13/2011 18,.040,93826.645000,6510.700,260.40,6510.700
06/13/2011 15,06/13/2011 19,.040,94930.687000,6431.900,257.26,6431.900
06/13/2011 16,06/13/2011 20,.040,95404.252000,6412.100,256.47,6412.100
06/13/2011 17,06/13/2011 21,.040,95616.283000,6109.200,244.35,6109.200
06/13/2011 18,06/13/2011 22,.040,94914.923000,5679.800,227.18,5679.800
06/13/2011 19,06/13/2011 23,.040,92824.746000,5937.100,237.51,5937.100
06/13/2011 20,06/14/2011 00,.020,89991.615000,5991.300,119.87,5991.300
06/13/2011 21,06/14/2011 01,.020,88258.893000,5881.300,117.67,5881.300
06/13/2011 22,06/14/2011 02,.010,88013.689000,5882.100,58.85,5882.100
06/13/2011 23,06/14/2011 03,.000,82579.620000,5968.900,.00,5968.900
06/13/2011 24,06/14/2011 04,.000,75016.988000,6054.400,.00,6054.400
06/14/2011 01,06/14/2011 05,.000,68941.691000,6329.600,.00,6329.600
06/14/2011 02,06/14/2011 06,.000,65050.363000,6344.900,.00,6344.900
06/14/2011 03,06/14/2011 07,.000,62942.794000,6338.700,.00,6338.700
06/14/2011 04,06/14/2011 08,.000,61980.834000,6314.900,.00,6314.900
06/14/2011 05,06/14/2011 09,.000,62489.396000,6344.700,.00,6344.700
06/14/2011 06,06/14/2011 10,.000,65288.770000,6194.900,.00,6194.900
06/14/2011 07,06/14/2011 11,.000,70249.630000,6184.600,.00,6184.600
06/14/2011 08,06/14/2011 12,.000,76511.902000,6509.800,.00,6509.800
06/14/2011 09,06/14/2011 13,.000,81096.029000,6397.400,.00,6397.400
06/14/2011 10,06/14/2011 14,.000,84478.820000,6246.400,.00,6246.400
06/14/2011 11,06/14/2011 15,.000,87041.450000,6464.200,.00,6464.200
06/14/2011 12,06/14/2011 16,.010,88835.008000,6463.100,64.68,6463.100
06/14/2011 13,06/14/2011 17,.010,90228.054000,6459.400,64.66,6459.400
