Preliminary Day-ahead Scheduling Reserve Summary,,,,,,
Month:,"November, 2009 ",Report Creation Timestamp (EPT):, 12/01/2011 10:59:08 AM,,,
11/15/2009 12,11/15/2009 17,0.01,63565.071,4503.399,45.02,4503.399
11/15/2009 13,11/15/2009 18,0.01,63843.322,4503.101,45.05,4503.101
11/15/2009 14,11/15/2009 19,0.01,63520.161,4578.401,45.79,4578.401
11/15/2009 15,11/15/2009 20,0,63151.203,4579.3,0,4579.3
11/15/2009 16,11/15/2009 21,0.01,63132.249,4226.301,42.27,4226.301
11/15/2009 17,11/15/2009 22,0.04,65166.184,4468.802,178.74,4468.802
11/15/2009 18,11/15/2009 23,0.07,71333.16,4698.4,328.9,4698.4
11/15/2009 19,11/16/2009 00,0.05,72872.581,4698.2,235.06,4698.2
11/15/2009 20,11/16/2009 01,0.05,72123.512,4674,233.83,4674
11/15/2009 21,11/16/2009 02,0.05,70657.719,4728.3,236.54,4728.3
11/15/2009 22,11/16/2009 03,0.01,67648.137,4728.3,47.31,4728.3
11/15/2009 23,11/16/2009 04,0,63883.047,4578.2,0,4578.2
11/15/2009 24,11/16/2009 05,0,59584.448,4677.5,0,4677.5
11/16/2009 01,11/16/2009 06,0,56575.09,4847.6,0,4847.6
11/16/2009 02,11/16/2009 07,0,54874.738,4841.6,0,4841.6
11/16/2009 03,11/16/2009 08,0,54172.963,4841.5,0,4841.5
11/16/2009 04,11/16/2009 09,0,54339.655,4825.7,0,4825.7
11/16/2009 05,11/16/2009 10,0,56022.463,4829.6,0,4829.6
11/16/2009 06,11/16/2009 11,0,60894.053,4826.1,0,4826.1
11/16/2009 07,11/16/2009 12,0.01,69260.429,4790.498,47.92,4790.498
11/16/2009 08,11/16/2009 13,0.05,73947.799,4730.2,236.61,4730.2
11/16/2009 09,11/16/2009 14,0.05,74953.522,4808.3,240.54,4808.3
11/16/2009 10,11/16/2009 15,0.05,75211.033,4808.2,240.53,4808.2
11/16/2009 11,11/16/2009 16,0.05,75449.005,4814.1,240.84,4814.1
11/16/2009 12,11/16/2009 17,0.04,75354.87,4826.1,193.08,4826.1
11/16/2009 13,11/16/2009 18,0.04,74939.385,4826.4,193.08,4826.4
11/16/2009 14,11/16/2009 19,0.04,74561.391,4826.1,193.05,4826.1
11/16/2009 15,11/16/2009 20,0.04,73991.739,4807.9,192.3,4807.9
11/16/2009 16,11/16/2009 21,0.01,73423.16,4826.3,48.26,4826.3
11/16/2009 17,11/16/2009 22,0.04,74677.206,4814.4,192.57,4814.4
11/16/2009 18,11/16/2009 23,0.05,80232.346,4814.4,240.82,4814.4
11/16/2009 19,11/17/2009 00,0.05,81654.64,4814.3,240.78,4814.3
11/16/2009 20,11/17/2009 01,0.05,80403.678,4814.4,240.86,4814.4
11/16/2009 21,11/17/2009 02,0.05,78414.872,4808.2,240.45,4808.2
11/16/2009 22,11/17/2009 03,0.04,74819.365,4808.4,192.29,4808.4
11/16/2009 23,11/17/2009 04,0,69646.8,4895.7,0,4895.7
11/16/2009 24,11/17/2009 05,0,64242.669,4807,0,4807
11/17/2009 01,11/17/2009 06,0,60245.645,5012.2,0,5012.2
11/17/2009 02,11/17/2009 07,0,58352.799,5008.1,0,5008.1
11/17/2009 03,11/17/2009 08,0,57339.268,4973.6,0,4973.6
11/17/2009 04,11/17/2009 09,0,57183.259,5053.4,0,5053.4
11/17/2009 05,11/17/2009 10,0,58444.258,4925.6,0,4925.6
11/17/2009 06,11/17/2009 11,0,62901.62,4934.9,0,4934.9
11/17/2009 07,11/17/2009 12,0.04,71550.007,4833.6,193.34,4833.6
11/17/2009 08,11/17/2009 13,0.05,75996.449,4742.3,237.15,4742.3
11/17/2009 09,11/17/2009 14,0.05,76568.643,4757.6,238.03,4757.6
11/17/2009 10,11/17/2009 15,0.05,76510.106,4757.1,237.91,4757.1
11/17/2009 11,11/17/2009 16,0.04,76497.041,4768.7,190.75,4768.7
11/17/2009 12,11/17/2009 17,0.04,75986.96,4786.2,191.41,4786.2
11/17/2009 13,11/17/2009 18,0.04,75318.384,4789.2,191.56,4789.2
11/17/2009 14,11/17/2009 19,0.04,74963.182,4818.8,192.76,4818.8
11/17/2009 15,11/17/2009 20,0.04,74415.423,4905.3,196.23,4905.3
11/17/2009 16,11/17/2009 21,0.04,74183.724,4919.8,196.76,4919.8
11/17/2009 17,11/17/2009 22,0.04,75931.967,4839.6,193.52,4839.6
11/17/2009 18,11/17/2009 23,0.11,81671.641,4762.1,523.84,4762.1
11/17/2009 19,11/18/2009 00,0.25,82720.422,4762.1,1190.6,4762.1
11/17/2009 20,11/18/2009 01,0.05,81614.865,4762.2,238.18,4762.2
11/17/2009 21,11/18/2009 02,0.05,79906.736,4757.4,238.01,4757.4
11/17/2009 22,11/18/2009 03,0.04,76363.772,4829.2,193.15,4829.2
11/17/2009 23,11/18/2009 04,0,71134.715,4973.5,0,4973.5
11/17/2009 24,11/18/2009 05,0,65716.536,4908.6,0,4908.6
11/18/2009 01,11/18/2009 06,0,61756.674,4979.9,0,4979.9
11/18/2009 02,11/18/2009 07,0,59684.872,5004.8,0,5004.8
11/18/2009 03,11/18/2009 08,0,58644.003,5038.9,0,5038.9
11/18/2009 04,11/18/2009 09,0,58337.598,5037.1,0,5037.1
11/18/2009 05,11/18/2009 10,0,59877.415,5095.1,0,5095.1
11/18/2009 06,11/18/2009 11,0,64410.798,5209.2,0,5209.2
11/18/2009 07,11/18/2009 12,0.04,72476.453,5268.5,210.76,5268.5
11/18/2009 08,11/18/2009 13,0.05,76989.272,5298.3,264.99,5298.3
11/18/2009 09,11/18/2009 14,0.05,77307.43,5282,264.22,5282
11/18/2009 10,11/18/2009 15,0.05,76755.394,5312.4,265.64,5312.4
11/18/2009 11,11/18/2009 16,0.05,77051.343,5312,265.7,5312
11/18/2009 12,11/18/2009 17,0.05,76674.516,5312.4,265.68,5312.4
11/18/2009 13,11/18/2009 18,0.04,76182.22,5252.9,210.08,5252.9
11/18/2009 14,11/18/2009 19,0.04,75832.929,5312.6,212.47,5312.6
11/18/2009 15,11/18/2009 20,0.04,75305.059,5312,212.43,5312
11/18/2009 16,11/18/2009 21,0.01,75242.778,5312.6,53.16,5312.6
11/18/2009 17,11/18/2009 22,0.04,77435.372,5312.4,212.51,5312.4
11/18/2009 18,11/18/2009 23,0.11,82477.291,5312.4,584.39,5312.4
11/18/2009 19,11/19/2009 00,0.11,83060.058,5312.3,584.35,5312.3
11/18/2009 20,11/19/2009 01,0.05,81524.263,5312.1,265.67,5312.1
11/18/2009 21,11/19/2009 02,0.05,79568.433,5312.4,265.65,5312.4
11/18/2009 22,11/19/2009 03,0.04,75763.49,5312.7,212.48,5312.7
11/18/2009 23,11/19/2009 04,0,70363.506,5297.7,0,5297.7
11/18/2009 24,11/19/2009 05,0,64930.221,5041.5,0,5041.5
11/19/2009 01,11/19/2009 06,0,60727.542,5052.7,0,5052.7
11/19/2009 02,11/19/2009 07,0,58228.411,5016.6,0,5016.6
11/19/2009 03,11/19/2009 08,0,57224.389,5012.2,0,5012.2
11/19/2009 04,11/19/2009 09,0,56766.212,4992.5,0,4992.5
11/19/2009 05,11/19/2009 10,0,57966.122,4980.6,0,4980.6
11/19/2009 06,11/19/2009 11,0,62218.411,5134.1,0,5134.1
11/19/2009 07,11/19/2009 12,0.04,70277.638,5181,207.26,5181
11/19/2009 08,11/19/2009 13,0.05,75094.908,5125.7,256.37,5125.7
11/19/2009 09,11/19/2009 14,0.05,76168.532,5109,255.56,5109
11/19/2009 10,11/19/2009 15,0.05,76853.309,5133.1,256.72,5133.1
11/19/2009 11,11/19/2009 16,0.05,77232.121,5077.7,254,5077.7
11/19/2009 12,11/19/2009 17,0.05,77089.689,5077.7,253.92,5077.7
11/19/2009 13,11/19/2009 18,0.05,76916.457,5050.1,252.62,5050.1
11/19/2009 14,11/19/2009 19,0.05,76638.2,5020.4,251.09,5020.4
11/19/2009 15,11/19/2009 20,0.04,76296.044,4949.1,197.93,4949.1
11/19/2009 16,11/19/2009 21,0.04,76381.183,5064.8,202.63,5064.8
11/19/2009 17,11/19/2009 22,0.05,78501.448,4976.3,248.92,4976.3
11/19/2009 18,11/19/2009 23,0.42,82412.344,5137.7,2157.85,5137.7
11/19/2009 19,11/20/2009 00,0.16,82870.602,5133.5,821.33,5133.5
11/19/2009 20,11/20/2009 01,0.07,81500.811,5005.7,350.42,5005.7
11/19/2009 21,11/20/2009 02,0.05,79331.58,4997.4,249.93,4997.4
11/19/2009 22,11/20/2009 03,0.04,75725.193,5063.8,202.55,5063.8
11/19/2009 23,11/20/2009 04,0,70523.647,4980.4,0,4980.4
11/19/2009 24,11/20/2009 05,0,65107.326,4988.6,0,4988.6
11/20/2009 01,11/20/2009 06,0,60739.54,4987.4,0,4987.4
11/20/2009 02,11/20/2009 07,0,58370.138,4906.5,0,4906.5
11/20/2009 03,11/20/2009 08,0,57220.883,4881.5,0,4881.5
11/20/2009 04,11/20/2009 09,0,56985.88,4946.6,0,4946.6
11/20/2009 05,11/20/2009 10,0,58077.94,4935.1,0,4935.1
11/20/2009 06,11/20/2009 11,0,62387.446,4995.3,0,4995.3
11/20/2009 07,11/20/2009 12,0.04,70381.162,4888.6,195.51,4888.6
11/20/2009 08,11/20/2009 13,0.05,74738.187,5051.7,252.68,5051.7
11/20/2009 09,11/20/2009 14,0.05,75523.037,5041.2,252.13,5041.2
11/20/2009 10,11/20/2009 15,0.05,75729.585,5094.5,254.8,5094.5
11/20/2009 11,11/20/2009 16,0.05,75664.187,5094.3,254.76,5094.3
11/20/2009 12,11/20/2009 17,0.05,75111.428,5098.1,254.93,5098.1
11/20/2009 13,11/20/2009 18,0.04,74415.703,5097.8,203.92,5097.8
11/20/2009 14,11/20/2009 19,0.04,73732.062,4967,198.72,4967
11/20/2009 15,11/20/2009 20,0.01,72784.19,4903.5,49.06,4903.5
11/20/2009 16,11/20/2009 21,0,72070.865,5019.6,0,5019.6
11/20/2009 17,11/20/2009 22,0.04,73449.077,4802.8,192.1,4802.8
11/20/2009 18,11/20/2009 23,0.05,78834.31,5098.2,255.02,5098.2
11/20/2009 19,11/21/2009 00,0.05,79348.393,5098.3,254.97,5098.3
11/20/2009 20,11/21/2009 01,0.05,78000.683,5071.2,253.67,5071.2
11/20/2009 21,11/21/2009 02,0.04,76466.066,5066.3,202.63,5066.3
11/20/2009 22,11/21/2009 03,0,74026.189,4885.1,0,4885.1
11/20/2009 23,11/21/2009 04,0,70473.158,4851.7,0,4851.7
11/20/2009 24,11/21/2009 05,0,66126.663,4902,0,4902
11/21/2009 01,11/21/2009 06,0,62465.547,4556.6,0,4556.6
11/21/2009 02,11/21/2009 07,0,60398.318,4782.9,0,4782.9
11/21/2009 03,11/21/2009 08,0,59213.453,4750.6,0,4750.6
11/21/2009 04,11/21/2009 09,0,58865.744,4551.1,0,4551.1
11/21/2009 05,11/21/2009 10,0,59366.398,4728.8,0,4728.8
11/21/2009 06,11/21/2009 11,0,61332.025,4716.6,0,4716.6
11/21/2009 07,11/21/2009 12,0,64208.964,4627.9,0,4627.9
11/21/2009 08,11/21/2009 13,0.04,67354.056,4489.9,179.56,4489.9
11/21/2009 09,11/21/2009 14,0.04,70178.765,4605.3,184.23,4605.3
11/21/2009 10,11/21/2009 15,0.05,71346.884,4609.8,230.64,4609.8
11/21/2009 11,11/21/2009 16,0.05,71125.385,4606.9,230.47,4606.9
11/21/2009 12,11/21/2009 17,0.04,69848.277,4577.3,183.05,4577.3
11/21/2009 13,11/21/2009 18,0.04,68406.753,4395.2,175.79,4395.2
11/21/2009 14,11/21/2009 19,0.01,66947.593,4355.4,43.58,4355.4
11/21/2009 15,11/21/2009 20,0,65817.891,4373.7,0,4373.7
11/21/2009 16,11/21/2009 21,0,65594.232,4405.7,0,4405.7
11/21/2009 17,11/21/2009 22,0.04,67651.774,4401.7,176.07,4401.7
11/21/2009 18,11/21/2009 23,0.05,73272.513,4627.7,231.49,4627.7
11/21/2009 19,11/22/2009 00,0.05,74728.379,4695.1,234.82,4695.1
11/21/2009 20,11/22/2009 01,0.04,73812.282,4616.9,184.69,4616.9
11/21/2009 21,11/22/2009 02,0.04,72767.576,4616.5,184.66,4616.5
11/21/2009 22,11/22/2009 03,0.01,70864.37,4505.6,45.08,4505.6
11/21/2009 23,11/22/2009 04,0,67894.409,4497.6,0,4497.6
11/21/2009 24,11/22/2009 05,0,64150.794,4596.5,0,4596.5
11/22/2009 01,11/22/2009 06,0,61082.899,4351.7,0,4351.7
11/22/2009 02,11/22/2009 07,0,59321.472,4495.3,0,4495.3
11/22/2009 03,11/22/2009 08,0,58194.152,4556.1,0,4556.1
11/22/2009 04,11/22/2009 09,0,58068.527,4568.7,0,4568.7
11/22/2009 05,11/22/2009 10,0,58360.925,4491.6,0,4491.6
11/22/2009 06,11/22/2009 11,0,59988.461,4441.3,0,4441.3
11/22/2009 07,11/22/2009 12,0,62177.165,4400.5,0,4400.5
11/22/2009 08,11/22/2009 13,0,64519.656,4370,0,4370
11/22/2009 09,11/22/2009 14,0.01,66618.366,4364.301,43.67,4364.301
11/22/2009 10,11/22/2009 15,0.04,67405.547,4366.6,174.66,4366.6
11/22/2009 11,11/22/2009 16,0.04,67091.675,4360,174.39,4360
11/22/2009 12,11/22/2009 17,0.01,66465.22,4366.7,43.66,4366.7
11/22/2009 13,11/22/2009 18,0.01,65959.619,4369.9,43.71,4369.9
11/22/2009 14,11/22/2009 19,0,65252.403,4376.3,0,4376.3
11/22/2009 15,11/22/2009 20,0,64602.769,4418.2,0,4418.2
11/22/2009 16,11/22/2009 21,0,64696.72,4475,0,4475
11/22/2009 17,11/22/2009 22,0,67456.426,4477.9,0,4477.9
11/22/2009 18,11/22/2009 23,0.05,74006.429,4615.3,230.91,4615.3
11/22/2009 19,11/23/2009 00,0.08,76050.776,4615.3,369.2,4615.3
11/22/2009 20,11/23/2009 01,0.05,75643.337,4615.5,230.81,4615.5
11/22/2009 21,11/23/2009 02,0.05,74347.043,4615.3,230.84,4615.3
11/22/2009 22,11/23/2009 03,0.04,71555.805,4614.9,184.57,4614.9
11/22/2009 23,11/23/2009 04,0,67784.791,4478.6,0,4478.6
11/22/2009 24,11/23/2009 05,0,63661.007,4481.7,0,4481.7
11/23/2009 01,11/23/2009 06,0,59862.276,5432.6,0,5432.6
11/23/2009 02,11/23/2009 07,0,58171.672,5439.3,0,5439.3
11/23/2009 03,11/23/2009 08,0,57510.298,5422.2,0,5422.2
11/23/2009 04,11/23/2009 09,0,57421.315,5435.6,0,5435.6
11/23/2009 05,11/23/2009 10,0,58987.419,5423.5,0,5423.5
11/23/2009 06,11/23/2009 11,0,63613.4,5327.9,0,5327.9
11/23/2009 07,11/23/2009 12,0.04,71651.988,5294.7,211.81,5294.7
11/23/2009 08,11/23/2009 13,0.04,76742.129,5400,215.98,5400
11/23/2009 09,11/23/2009 14,0.04,77963.898,5399.9,215.99,5399.9
11/23/2009 10,11/23/2009 15,0.05,78908.812,5399.5,270.05,5399.5
11/23/2009 11,11/23/2009 16,0.05,79353.745,5421.3,271.1,5421.3
11/23/2009 12,11/23/2009 17,0.05,79138.648,5421,271.16,5421
11/23/2009 13,11/23/2009 18,0.04,78832.226,5460.1,218.4,5460.1
11/23/2009 14,11/23/2009 19,0.04,78429.666,5459.7,218.36,5459.7
11/23/2009 15,11/23/2009 20,0.04,78063.177,5460.1,218.4,5460.1
11/23/2009 16,11/23/2009 21,0.04,78063.168,5459.7,218.36,5459.7
11/23/2009 17,11/23/2009 22,0.04,80459.218,5459.9,218.42,5459.9
11/23/2009 18,11/23/2009 23,0.11,84509.163,5459.8,600.61,5459.8
11/23/2009 19,11/24/2009 00,0.08,84938.223,5459.7,436.75,5459.7
11/23/2009 20,11/24/2009 01,0.05,83548.148,5460,273.09,5460
11/23/2009 21,11/24/2009 02,0.04,81411.4,5399.6,215.98,5399.6
11/23/2009 22,11/24/2009 03,0.04,77675.121,5459.6,218.33,5459.6
11/23/2009 23,11/24/2009 04,0,72245.818,5373,0,5373
11/23/2009 24,11/24/2009 05,0,66561.072,5337.8,0,5337.8
11/24/2009 01,11/24/2009 06,0,62193.141,5389.8,0,5389.8
11/24/2009 02,11/24/2009 07,0,59764.938,5432.9,0,5432.9
11/24/2009 03,11/24/2009 08,0,58519.842,5415,0,5415
11/24/2009 04,11/24/2009 09,0,58248.986,5436.6,0,5436.6
11/24/2009 05,11/24/2009 10,0,59453.503,5439.8,0,5439.8
11/24/2009 06,11/24/2009 11,0,63751.359,5285,0,5285
11/24/2009 07,11/24/2009 12,0.04,71378.51,5296.1,211.83,5296.1
11/24/2009 08,11/24/2009 13,0.05,76226.463,5423.1,271.3,5423.1
11/24/2009 09,11/24/2009 14,0.05,77356.525,5423.1,271.18,5423.1
11/24/2009 10,11/24/2009 15,0.05,77836.498,5383.1,269.25,5383.1
11/24/2009 11,11/24/2009 16,0.04,78105.429,5379.7,215.14,5379.7
11/24/2009 12,11/24/2009 17,0.04,77579.703,5410.1,216.4,5410.1
11/24/2009 13,11/24/2009 18,0.04,76987.719,5368.3,214.76,5368.3
11/24/2009 14,11/24/2009 19,0.04,76498.895,5256,210.2,5256
11/24/2009 15,11/24/2009 20,0.01,75922.378,5189.4,51.9,5189.4
11/24/2009 16,11/24/2009 21,0.01,75729.338,5116.6,51.18,5116.6
11/24/2009 17,11/24/2009 22,0.04,77845.083,5327.6,213.13,5327.6
11/24/2009 18,11/24/2009 23,0.05,82417.145,5428,271.5,5428
11/24/2009 19,11/25/2009 00,0.05,82847.628,5422.9,271.24,5422.9
11/24/2009 20,11/25/2009 01,0.04,81375.925,5423.4,216.9,5423.4
11/24/2009 21,11/25/2009 02,0.04,79342.101,5423.8,216.95,5423.8
11/24/2009 22,11/25/2009 03,0.04,76044.681,5289.9,211.61,5289.9
11/24/2009 23,11/25/2009 04,0,71027.442,5308.9,0,5308.9
11/24/2009 24,11/25/2009 05,0,65690.158,5436.8,0,5436.8
11/25/2009 01,11/25/2009 06,0,61136.232,5235.3,0,5235.3
11/25/2009 02,11/25/2009 07,0,58572.284,5313.9,0,5313.9
11/25/2009 03,11/25/2009 08,0,57189.088,5333.7,0,5333.7
11/25/2009 04,11/25/2009 09,0,56771.879,5330.6,0,5330.6
11/25/2009 05,11/25/2009 10,0,57711.479,5333.5,0,5333.5
11/25/2009 06,11/25/2009 11,0,61659.655,5050.4,0,5050.4
11/25/2009 07,11/25/2009 12,0.04,68402.512,5166.4,206.66,5166.4
11/25/2009 08,11/25/2009 13,0.05,73569.886,5252.8,262.78,5252.8
11/25/2009 09,11/25/2009 14,0.05,75519.122,5289.3,264.58,5289.3
11/25/2009 10,11/25/2009 15,0.05,77066.592,5269.1,263.53,5269.1
11/25/2009 11,11/25/2009 16,0.05,77847.348,5253.3,262.75,5253.3
11/25/2009 12,11/25/2009 17,0.04,77725.437,5235,209.41,5235
11/25/2009 13,11/25/2009 18,0.05,77100.51,5268.9,263.57,5268.9
11/25/2009 14,11/25/2009 19,0.04,76439.467,5199.4,207.96,5199.4
11/25/2009 15,11/25/2009 20,0.04,75863.694,5159.8,206.42,5159.8
11/25/2009 16,11/25/2009 21,0.04,75155.95,5103.6,204.15,5103.6
11/25/2009 17,11/25/2009 22,0.05,76472.651,5226.7,261.4,5226.7
11/25/2009 18,11/25/2009 23,0.05,80818.618,5288.7,264.58,5288.7
11/25/2009 19,11/26/2009 00,0.05,80986.228,5289.1,264.56,5289.1
11/25/2009 20,11/26/2009 01,0.05,79418.88,5181.3,259.13,5181.3
11/25/2009 21,11/26/2009 02,0.04,77586.858,5285.4,211.41,5285.4
11/25/2009 22,11/26/2009 03,0.04,74607.988,5264,210.55,5264
11/25/2009 23,11/26/2009 04,0,70495.606,5287.2,0,5287.2
11/25/2009 24,11/26/2009 05,0,65421.619,5315.1,0,5315.1
11/26/2009 01,11/26/2009 06,0.01,60909.946,4694.999,46.97,4694.999
11/26/2009 02,11/26/2009 07,0.01,58165.81,4711,47.14,4711
11/26/2009 03,11/26/2009 08,0.01,56517.957,4705.601,47.06,4705.601
11/26/2009 04,11/26/2009 09,0.01,55780.641,4704.2,47.06,4704.2
11/26/2009 05,11/26/2009 10,0.01,55870.311,4705.701,47.08,4705.701
11/26/2009 06,11/26/2009 11,0.01,57557.615,4711.201,47.14,4711.201
11/26/2009 07,11/26/2009 12,0.01,59759.701,4531.999,45.34,4531.999
11/26/2009 08,11/26/2009 13,0.04,62306.779,4803.799,192.17,4803.799
11/26/2009 09,11/26/2009 14,0.05,65334.863,4871.6,243.63,4871.6
11/26/2009 10,11/26/2009 15,0.05,68212.181,4874.4,243.79,4874.4
11/26/2009 11,11/26/2009 16,0.05,70199.169,4874.1,243.82,4874.1
11/26/2009 12,11/26/2009 17,0.05,70580.694,4874.1,243.78,4874.1
11/26/2009 13,11/26/2009 18,0.05,68960.227,4873.6,243.77,4873.6
11/26/2009 14,11/26/2009 19,0.01,66678.386,4777.199,47.79,4777.199
11/26/2009 15,11/26/2009 20,0.01,64562.725,4764,47.64,4764
11/26/2009 16,11/26/2009 21,0.01,63052.091,4764.299,47.66,4764.299
11/26/2009 17,11/26/2009 22,0.01,63381.872,4764.1,47.69,4764.1
11/26/2009 18,11/26/2009 23,0.05,66065.208,4874,243.74,4874
11/26/2009 19,11/27/2009 00,0.05,66411.697,4864.3,243.29,4864.3
11/26/2009 20,11/27/2009 01,0.05,66243.036,4864.6,243.42,4864.6
11/26/2009 21,11/27/2009 02,0.04,66038.109,4860.8,194.43,4860.8
11/26/2009 22,11/27/2009 03,0.04,65286.369,4817.901,192.77,4817.901
11/26/2009 23,11/27/2009 04,0.01,63256.228,4914.1,49.14,4914.1
11/26/2009 24,11/27/2009 05,0.01,60487.803,4914.5,49.17,4914.5
11/27/2009 01,11/27/2009 06,0,57738.031,4959.6,0,4959.6
11/27/2009 02,11/27/2009 07,0,56134.913,4956.4,0,4956.4
11/27/2009 03,11/27/2009 08,0,55600.211,4822.3,0,4822.3
11/27/2009 04,11/27/2009 09,0,56043.749,4811.5,0,4811.5
11/27/2009 05,11/27/2009 10,0,57139.79,4820.2,0,4820.2
11/27/2009 06,11/27/2009 11,0,59587.351,4813.3,0,4813.3
11/27/2009 07,11/27/2009 12,0.01,62914.102,4600.301,46,4600.301
11/27/2009 08,11/27/2009 13,0.05,65839.879,4899.8,245.06,4899.8
11/27/2009 09,11/27/2009 14,0.05,67985.979,4901.9,245.21,4901.9
11/27/2009 10,11/27/2009 15,0.05,69794.387,4902.4,245.2,4902.4
11/27/2009 11,11/27/2009 16,0.05,71537.139,4902.1,245.25,4902.1
11/27/2009 12,11/27/2009 17,0.05,71713.159,4894.8,244.81,4894.8
11/27/2009 13,11/27/2009 18,0.05,71396.594,4900,245.15,4900
11/27/2009 14,11/27/2009 19,0.04,70889.732,4902.2,196.05,4902.2
11/27/2009 15,11/27/2009 20,0.04,70671.119,4867.9,194.74,4867.9
11/27/2009 16,11/27/2009 21,0.04,71231.853,4878.7,195.12,4878.7
11/27/2009 17,11/27/2009 22,0.05,73948.68,4902,245.17,4902
11/27/2009 18,11/27/2009 23,0.11,79431.189,4885,537.37,4885
11/27/2009 19,11/28/2009 00,0.07,80152.326,4901.9,343.12,4901.9
11/27/2009 20,11/28/2009 01,0.07,79338.485,4901.9,343.12,4901.9
11/27/2009 21,11/28/2009 02,0.05,77891.247,4902.1,245.2,4902.1
11/27/2009 22,11/28/2009 03,0.05,75730.711,4901.9,245.12,4901.9
11/27/2009 23,11/28/2009 04,0.05,72547.071,4942,247.25,4942
11/27/2009 24,11/28/2009 05,0.01,68645.921,4934.901,49.34,4934.901
11/28/2009 01,11/28/2009 06,0.01,65150.335,4749.199,47.48,4749.199
11/28/2009 02,11/28/2009 07,0.01,62966.477,4923.301,49.29,4923.301
11/28/2009 03,11/28/2009 08,0.01,61762.344,4923.299,49.25,4923.299
11/28/2009 04,11/28/2009 09,0,61272.613,4773.3,0,4773.3
11/28/2009 05,11/28/2009 10,0,61630.819,4922.5,0,4922.5
11/28/2009 06,11/28/2009 11,0,63299.787,4921.3,0,4921.3
11/28/2009 07,11/28/2009 12,0.01,66075.641,4695.2,46.97,4695.2
11/28/2009 08,11/28/2009 13,0.04,68338.621,4920.3,196.78,4920.3
11/28/2009 09,11/28/2009 14,0.05,70724.102,4920.2,246.1,4920.2
11/28/2009 10,11/28/2009 15,0.05,71780.663,4920.2,246.03,4920.2
11/28/2009 11,11/28/2009 16,0.05,71742.36,4923.3,246.25,4923.3
11/28/2009 12,11/28/2009 17,0.04,70717.051,4923.6,196.94,4923.6
11/28/2009 13,11/28/2009 18,0.04,69061.861,4923.3,196.91,4923.3
11/28/2009 14,11/28/2009 19,0.01,67108.768,4923.299,49.27,4923.299
11/28/2009 15,11/28/2009 20,0.01,65705.959,4923.301,49.26,4923.301
11/28/2009 16,11/28/2009 21,0.01,65247.028,4923.4,49.25,4923.4
11/28/2009 17,11/28/2009 22,0.04,67504.068,4923.1,196.93,4923.1
11/28/2009 18,11/28/2009 23,0.08,74031.717,4878.001,390.21,4878.001
11/28/2009 19,11/29/2009 00,0.08,76025.777,4923.1,393.86,4923.1
11/28/2009 20,11/29/2009 01,0.05,75696.038,4922.9,246.25,4922.9
11/28/2009 21,11/29/2009 02,0.05,75039.534,4923.5,246.21,4923.5
11/28/2009 22,11/29/2009 03,0.05,73300.553,4923.4,246.28,4923.4
11/28/2009 23,11/29/2009 04,0.01,70371.973,4848.2,48.49,4848.2
11/28/2009 24,11/29/2009 05,0,66792.553,4853.9,0,4853.9
11/29/2009 01,11/29/2009 06,0.01,63290.191,4753.801,47.58,4753.801
11/29/2009 02,11/29/2009 07,0.01,61208.058,4829.001,48.3,4829.001
11/29/2009 03,11/29/2009 08,0,60221.507,4830.8,0,4830.8
11/29/2009 04,11/29/2009 09,0,59841.372,4835.1,0,4835.1
11/29/2009 05,11/29/2009 10,0,60254.004,4838.2,0,4838.2
11/29/2009 06,11/29/2009 11,0,61664.247,4726.9,0,4726.9
11/29/2009 07,11/29/2009 12,0,63802.336,4723.9,0,4723.9
11/29/2009 08,11/29/2009 13,0.01,65830.17,4293.1,42.96,4293.1
11/29/2009 09,11/29/2009 14,0.04,67313.762,4724.3,188.95,4724.3
11/29/2009 10,11/29/2009 15,0.04,67619.861,4724,188.93,4724
11/29/2009 11,11/29/2009 16,0.01,66894.385,4723.9,47.26,4723.9
11/29/2009 12,11/29/2009 17,0.01,66104.379,4723.802,47.24,4723.802
11/29/2009 13,11/29/2009 18,0.01,65493.177,4723.798,47.25,4723.798
11/29/2009 14,11/29/2009 19,0,64820.879,4828.7,0,4828.7
11/29/2009 15,11/29/2009 20,0,64184.063,4829.8,0,4829.8
11/29/2009 16,11/29/2009 21,0,64498.468,4828.8,0,4828.8
11/29/2009 17,11/29/2009 22,0.04,67793.191,4828.7,193.16,4828.7
11/29/2009 18,11/29/2009 23,0.11,74495.637,4818.7,530.04,4818.7
11/29/2009 19,11/30/2009 00,0.25,75879.82,4828.8,1207.24,4828.8
11/29/2009 20,11/30/2009 01,0.07,75315.764,4828.8,338.01,4828.8
11/29/2009 21,11/30/2009 02,0.05,73675.599,4828.8,241.46,4828.8
11/29/2009 22,11/30/2009 03,0.04,70287.268,4819.2,192.79,4819.2
11/29/2009 23,11/30/2009 04,0.01,66233.753,4678,46.81,4678
11/29/2009 24,11/30/2009 05,0,61631.847,4649.9,0,4649.9
11/30/2009 01,11/30/2009 06,0,58041.236,5362.9,0,5362.9
11/30/2009 02,11/30/2009 07,0,56010.707,5551.3,0,5551.3
11/30/2009 03,11/30/2009 08,0,55296.127,5545.1,0,5545.1
11/30/2009 04,11/30/2009 09,0,55379.181,5476,0,5476
11/30/2009 05,11/30/2009 10,0,57184.624,5446.8,0,5446.8
