Preliminary Day-ahead Scheduling Reserve Summary,,,,,,
Month:,"December, 2008 ",Report Creation Timestamp (EPT):, 08/03/2010 03:51:48 PM,,,
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
12/28/2008 17,12/28/2008 22,0.1,69643.587,4833.4,483.34,4833.4
12/28/2008 18,12/28/2008 23,0.1,76132.876,4833.4,483.34,4833.4
12/28/2008 19,12/29/2008 00,0.1,78477.356,4833.1,483.31,4833.1
12/28/2008 20,12/29/2008 01,0.1,78171.879,4833.6,483.36,4833.6
12/28/2008 21,12/29/2008 02,0.1,77405.268,4833.2,483.32,4833.2
12/28/2008 22,12/29/2008 03,0.09,75198.015,4833.2,435.02,4833.2
12/28/2008 23,12/29/2008 04,0.09,71736.472,4833.4,435.01,4833.4
12/28/2008 24,12/29/2008 05,0,67495.108,4833.3,0,4833.3
12/29/2008 01,12/29/2008 06,0,63851.354,5006.6,0,5006.6
12/29/2008 02,12/29/2008 07,0,61841.596,5008.9,0,5008.9
12/29/2008 03,12/29/2008 08,0,61226.74,4769.2,0,4769.2
12/29/2008 04,12/29/2008 09,0,61393.006,4947.4,0,4947.4
12/29/2008 05,12/29/2008 10,0,63101.989,4944,0,4944
12/29/2008 06,12/29/2008 11,0,67134.766,5143.9,0,5143.9
12/29/2008 07,12/29/2008 12,0.09,73199.89,5298.3,476.83,5298.3
12/29/2008 08,12/29/2008 13,0.1,78514.138,5317.9,531.79,5317.9
12/29/2008 09,12/29/2008 14,0.1,80571.093,5327,532.7,5327
12/29/2008 10,12/29/2008 15,0.1,81169.802,5335.2,533.52,5335.2
12/29/2008 11,12/29/2008 16,0.1,81106.848,5334.6,533.46,5334.6
12/29/2008 12,12/29/2008 17,0.1,80362.046,5335.3,533.53,5335.3
12/29/2008 13,12/29/2008 18,0.09,79137.977,5335.1,480.18,5335.1
12/29/2008 14,12/29/2008 19,0.09,77938.137,5335,480.18,5335
12/29/2008 15,12/29/2008 20,0.09,76693.694,5337.5,480.41,5337.5
12/29/2008 16,12/29/2008 21,0.09,75934.557,5337.4,480.39,5337.4
12/29/2008 17,12/29/2008 22,0.1,77902.672,5324.4,532.44,5324.4
12/29/2008 18,12/29/2008 23,0.1,85612.823,5337.2,533.72,5337.2
12/29/2008 19,12/30/2008 00,0.1,88449.086,5336.9,533.69,5336.9
12/29/2008 20,12/30/2008 01,0.1,88087.066,5336.8,533.68,5336.8
12/29/2008 21,12/30/2008 02,0.1,86847.029,5335,533.5,5335
12/29/2008 22,12/30/2008 03,0.1,84099.655,5335.8,533.58,5335.8
12/29/2008 23,12/30/2008 04,0.09,79451.28,5285.3,475.67,5285.3
12/29/2008 24,12/30/2008 05,0,73975.841,5234.9,0,5234.9
12/30/2008 01,12/30/2008 06,0,69452.362,5395.6,0,5395.6
12/30/2008 02,12/30/2008 07,0,66998.332,5431.5,0,5431.5
12/30/2008 03,12/30/2008 08,0,65553.124,5435.9,0,5435.9
12/30/2008 04,12/30/2008 09,0,65436.454,5438.9,0,5438.9
12/30/2008 05,12/30/2008 10,0,66893.172,5486.2,0,5486.2
12/30/2008 06,12/30/2008 11,0,70599.076,5466.5,0,5466.5
12/30/2008 07,12/30/2008 12,0.1,76287.017,5551.7,555.17,5551.7
12/30/2008 08,12/30/2008 13,0.1,80887.832,5526.8,552.68,5526.8
12/30/2008 09,12/30/2008 14,0.1,82471.502,5553.9,555.39,5553.9
12/30/2008 10,12/30/2008 15,0.1,82733.449,5558.6,555.86,5558.6
12/30/2008 11,12/30/2008 16,0.1,82406.311,5562.3,556.23,5562.3
12/30/2008 12,12/30/2008 17,0.1,81205.828,5556.4,555.64,5556.4
12/30/2008 13,12/30/2008 18,0.09,79770.403,5525.2,497.32,5525.2
12/30/2008 14,12/30/2008 19,0.09,78376.816,5512.2,496.16,5512.2
12/30/2008 15,12/30/2008 20,0.05,77288.45,5466.9,273.43,5466.9
12/30/2008 16,12/30/2008 21,0,76526.633,5468.6,0,5468.6
12/30/2008 17,12/30/2008 22,0.1,78592.767,5557.5,555.75,5557.5
12/30/2008 18,12/30/2008 23,0.1,86079.738,5557.4,555.74,5557.4
12/30/2008 19,12/31/2008 00,0.1,88614.039,5556.7,555.67,5556.7
12/30/2008 20,12/31/2008 01,0.1,88038.029,5556.6,555.66,5556.6
12/30/2008 21,12/31/2008 02,0.1,87274.616,5556.6,555.66,5556.6
12/30/2008 22,12/31/2008 03,0.1,84791.174,5557.4,555.74,5557.4
12/30/2008 23,12/31/2008 04,0.08,80401.892,5461.7,436.95,5461.7
12/30/2008 24,12/31/2008 05,0,75035.986,5471.1,0,5471.1
12/31/2008 01,12/31/2008 06,0.05,70539.391,3857.3,192.92,3857.3
12/31/2008 02,12/31/2008 07,0,67783.748,3897.9,0,3897.9
12/31/2008 03,12/31/2008 08,0,66519.009,3896.8,0,3896.8
12/31/2008 04,12/31/2008 09,0,66202.113,3898.6,0,3898.6
12/31/2008 05,12/31/2008 10,0,67471.348,4069.5,0,4069.5
12/31/2008 06,12/31/2008 11,0.08,70870.385,3961.5,316.91,3961.5
12/31/2008 07,12/31/2008 12,0.1,75995.375,3984.5,398.45,3984.5
12/31/2008 08,12/31/2008 13,0.1,80576.618,4003.4,400.34,4003.4
12/31/2008 09,12/31/2008 14,0.1,82510.144,4083.3,408.33,4083.3
12/31/2008 10,12/31/2008 15,0.1,84052.245,4061.6,406.16,4061.6
12/31/2008 11,12/31/2008 16,0.1,85196.768,4040.8,404.08,4040.8
12/31/2008 12,12/31/2008 17,0.1,85632.816,4043.8,404.38,4043.8
12/31/2008 13,12/31/2008 18,0.1,85574.466,4215.6,421.56,4215.6
12/31/2008 14,12/31/2008 19,0.1,85202.134,4234.1,423.41,4234.1
12/31/2008 15,12/31/2008 20,0.1,84695.155,4296.3,429.63,4296.3
12/31/2008 16,12/31/2008 21,0.1,84770.956,4299.6,429.96,4299.6
12/31/2008 17,12/31/2008 22,0.1,87568.47,4203.3,420.33,4203.3
12/31/2008 18,12/31/2008 23,0.25,95343.833,4086.1,1021.6,4086.1
End of Report,,,,,,
