Preliminary Day-ahead Scheduling Reserve Summary,,,,,,
Month:,"November, 2011 ",Report Creation Timestamp (EPT):, 11/03/2012 05:34:19 PM,,,
11/04/2011 07,11/04/2011 11,0,77962.943,5812.5,0,5812.5
11/04/2011 08,11/04/2011 12,0.01,84124.803,5711.5,57.16,5711.5
11/04/2011 09,11/04/2011 13,0,84861.26,5734,0,5734
11/04/2011 10,11/04/2011 14,0,84854.25,5722.9,0,5722.9
11/04/2011 11,11/04/2011 15,0,84845.428,5830.6,0,5830.6
11/04/2011 12,11/04/2011 16,0,84049.638,5895.6,0,5895.6
11/04/2011 13,11/04/2011 17,0,82778.712,5765.6,0,5765.6
11/04/2011 14,11/04/2011 18,0,81715.568,5895.6,0,5895.6
11/04/2011 15,11/04/2011 19,0,80421.704,5771.1,0,5771.1
11/04/2011 16,11/04/2011 20,0,79270.129,5829.3,0,5829.3
11/04/2011 17,11/04/2011 21,0,79033.142,5290.6,0,5290.6
11/04/2011 18,11/04/2011 22,0,79705.467,5270,0,5270
11/04/2011 19,11/04/2011 23,0,83529.983,4354.1,0,4354.1
11/04/2011 20,11/05/2011 00,0,85445.368,4354.1,0,4354.1
11/04/2011 21,11/05/2011 01,0,84263.253,4123.4,0,4123.4
11/04/2011 22,11/05/2011 02,0,82080.073,4405.6,0,4405.6
11/04/2011 23,11/05/2011 03,0,78617.84,4470.6,0,4470.6
11/04/2011 24,11/05/2011 04,0,73918.41,4473.7,0,4473.7
11/05/2011 01,11/05/2011 05,0,70075.986,4414.3,0,4414.3
11/05/2011 02,11/05/2011 06,0,67604.556,4426.4,0,4426.4
11/05/2011 03,11/05/2011 07,0,66729.324,4506,0,4506
11/05/2011 04,11/05/2011 08,0,66535.365,4421.7,0,4421.7
11/05/2011 05,11/05/2011 09,0,67105.95,4510.2,0,4510.2
11/05/2011 06,11/05/2011 10,0,69225.383,4459.3,0,4459.3
11/05/2011 07,11/05/2011 11,0,73314.809,4464.4,0,4464.4
11/05/2011 08,11/05/2011 12,0.01,77567.324,4377.1,43.82,4377.1
11/05/2011 09,11/05/2011 13,0.01,80319.107,4389,43.89,4389
11/05/2011 10,11/05/2011 14,0.01,81323.635,4386,43.89,4386
11/05/2011 11,11/05/2011 15,0.01,80773.148,4383.4,43.9,4383.4
11/05/2011 12,11/05/2011 16,0.01,78977.051,4349.4,43.52,4349.4
11/05/2011 13,11/05/2011 17,0,76744.92,4389.3,0,4389.3
11/05/2011 14,11/05/2011 18,0,74445.237,4375.3,0,4375.3
11/05/2011 15,11/05/2011 19,0,72775.328,4402.1,0,4402.1
11/05/2011 16,11/05/2011 20,0,71813.687,4421.8,0,4421.8
11/05/2011 17,11/05/2011 21,0,71952.477,4518.8,0,4518.8
11/05/2011 18,11/05/2011 22,0,73399.855,4498.5,0,4498.5
11/05/2011 19,11/05/2011 23,0.01,78125.334,4398,44.02,4398
11/05/2011 20,11/06/2011 00,0.01,80838.091,4380.1,43.82,4380.1
11/05/2011 21,11/06/2011 01,0.01,80372.561,4385.4,43.87,4385.4
11/05/2011 22,11/06/2011 02,0,78920.685,4521.1,0,4521.1
11/05/2011 23,11/06/2011 03,0,76116.126,4464.6,0,4464.6
11/05/2011 24,11/06/2011 04,0,72623.399,4410.5,0,4410.5
11/06/2011 01,11/06/2011 05,0,69167.457,4395.5,0,4395.5
11/06/2011 02,11/06/2011 06,0,67565.83,4399,0,4399
11/06/2011 02,11/06/2011 07,0,65412.129,4433,0,4433
11/06/2011 03,11/06/2011 08,0,65848.126,4440.7,0,4440.7
11/06/2011 04,11/06/2011 09,0,66117.531,4559.1,0,4559.1
11/06/2011 05,11/06/2011 10,0,66762.619,4439.8,0,4439.8
11/06/2011 06,11/06/2011 11,0,68365.54,4462.3,0,4462.3
11/06/2011 07,11/06/2011 12,0,71354.141,4489.9,0,4489.9
11/06/2011 08,11/06/2011 13,0,73976.248,4364.3,0,4364.3
11/06/2011 09,11/06/2011 14,0,75883.205,4482.9,0,4482.9
11/06/2011 10,11/06/2011 15,0,75514.43,4483.2,0,4483.2
11/06/2011 11,11/06/2011 16,0,74066.434,4417.7,0,4417.7
11/06/2011 12,11/06/2011 17,0,72484.869,4507.8,0,4507.8
11/06/2011 13,11/06/2011 18,0,71657.956,4457,0,4457
11/06/2011 14,11/06/2011 19,0,70507.275,4444,0,4444
11/06/2011 15,11/06/2011 20,0,69902.615,4390.7,0,4390.7
11/06/2011 16,11/06/2011 21,0,70311.917,4566.4,0,4566.4
11/06/2011 17,11/06/2011 22,0,72130.016,4427.3,0,4427.3
11/06/2011 18,11/06/2011 23,0.01,78014.108,4409.6,44.08,4409.6
11/06/2011 19,11/07/2011 00,0.02,81368.602,4413.9,88.25,4413.9
11/06/2011 20,11/07/2011 01,0.01,81062.668,4389.1,43.9,4389.1
11/06/2011 21,11/07/2011 02,0.01,79763.104,4363,43.62,4363
11/06/2011 22,11/07/2011 03,0,76347.739,4468.8,0,4468.8
11/06/2011 23,11/07/2011 04,0,73075.932,4503.1,0,4503.1
11/06/2011 24,11/07/2011 05,0,68804.086,4560.3,0,4560.3
11/07/2011 01,11/07/2011 06,0,66580.557,5340.6,0,5340.6
11/07/2011 02,11/07/2011 07,0,65059.627,5257.8,0,5257.8
11/07/2011 03,11/07/2011 08,0,64798.622,5321.9,0,5321.9
11/07/2011 04,11/07/2011 09,0,65355.316,5338.5,0,5338.5
11/07/2011 05,11/07/2011 10,0,67625.286,5173.8,0,5173.8
11/07/2011 06,11/07/2011 11,0,73600.574,5193.3,0,5193.3
11/07/2011 07,11/07/2011 12,0.01,82524.825,5975,59.8,5975
11/07/2011 08,11/07/2011 13,0.01,86775.384,6059.8,60.66,6059.8
11/07/2011 09,11/07/2011 14,0.01,86878.471,6060.1,60.66,6060.1
11/07/2011 10,11/07/2011 15,0.01,85901.602,6060.1,60.66,6060.1
11/07/2011 11,11/07/2011 16,0.01,85007.177,6065.5,60.69,6065.5
11/07/2011 12,11/07/2011 17,0,83889.485,6070.9,0,6070.9
11/07/2011 13,11/07/2011 18,0,83078.913,6066.1,0,6066.1
11/07/2011 14,11/07/2011 19,0,82282.787,6067.6,0,6067.6
11/07/2011 15,11/07/2011 20,0,81661.92,5988.2,0,5988.2
11/07/2011 16,11/07/2011 21,0,81102.009,6138.8,0,6138.8
11/07/2011 17,11/07/2011 22,0,82002.726,5606.9,0,5606.9
11/07/2011 18,11/07/2011 23,0.02,87115.219,5582.3,111.6,5582.3
11/07/2011 19,11/08/2011 00,0.02,89070.919,4712.2,94.2,4712.2
11/07/2011 20,11/08/2011 01,0.02,87690.396,4717.1,94.3,4717.1
11/07/2011 21,11/08/2011 02,0.01,85331.66,4717.3,47.21,4717.3
11/07/2011 22,11/08/2011 03,0,81455.15,4735.3,0,4735.3
11/07/2011 23,11/08/2011 04,0,76244.785,4699.6,0,4699.6
11/07/2011 24,11/08/2011 05,0,71077.568,4765.2,0,4765.2
11/08/2011 01,11/08/2011 06,0,67401.109,5094.1,0,5094.1
11/08/2011 02,11/08/2011 07,0,65483.265,5162.3,0,5162.3
11/08/2011 03,11/08/2011 08,0,64885.464,5173.6,0,5173.6
11/08/2011 04,11/08/2011 09,0,64943.488,5140.7,0,5140.7
11/08/2011 05,11/08/2011 10,0,66979.591,5169.3,0,5169.3
11/08/2011 06,11/08/2011 11,0,72291.725,5148.5,0,5148.5
11/08/2011 07,11/08/2011 12,0.01,80746.878,5870.2,58.7,5870.2
11/08/2011 08,11/08/2011 13,0.02,84802.81,5874.8,117.5,5874.8
11/08/2011 09,11/08/2011 14,0.01,85069.437,5896.3,58.95,5896.3
11/08/2011 10,11/08/2011 15,0.01,84232.636,5887.4,58.88,5887.4
11/08/2011 11,11/08/2011 16,0.01,83919.63,5906.6,59.07,5906.6
11/08/2011 12,11/08/2011 17,0.01,83316.225,5801.4,58,5801.4
11/08/2011 13,11/08/2011 18,0.01,82629.151,5912.7,59.13,5912.7
11/08/2011 14,11/08/2011 19,0.01,82568.662,5905.7,59.04,5905.7
11/08/2011 15,11/08/2011 20,0.01,81873.761,5915.5,59.13,5915.5
11/08/2011 16,11/08/2011 21,0,81104.783,5946.1,0,5946.1
11/08/2011 17,11/08/2011 22,0.01,81965.869,5439.9,54.4,5439.9
11/08/2011 18,11/08/2011 23,0.02,86709.202,5470.9,109.42,5470.9
11/08/2011 19,11/09/2011 00,0.02,88312.945,4620.8,92.41,4620.8
11/08/2011 20,11/09/2011 01,0.02,86875.09,4575.9,91.51,4575.9
11/08/2011 21,11/09/2011 02,0.01,84832.723,4542.6,45.42,4542.6
11/08/2011 22,11/09/2011 03,0,81059.086,4593.8,0,4593.8
11/08/2011 23,11/09/2011 04,0,75745.963,4572.9,0,4572.9
11/08/2011 24,11/09/2011 05,0,70372.333,4580,0,4580
11/09/2011 01,11/09/2011 06,0,66685.371,5210.9,0,5210.9
11/09/2011 02,11/09/2011 07,0,64860.983,5227,0,5227
11/09/2011 03,11/09/2011 08,0,64177.673,5170.7,0,5170.7
11/09/2011 04,11/09/2011 09,0,64346.073,5229.4,0,5229.4
11/09/2011 05,11/09/2011 10,0,66300.308,5192.1,0,5192.1
11/09/2011 06,11/09/2011 11,0,71849.732,5165.7,0,5165.7
11/09/2011 07,11/09/2011 12,0,80576.096,5998.8,0,5998.8
11/09/2011 08,11/09/2011 13,0,84778.047,5903.2,0,5903.2
11/09/2011 09,11/09/2011 14,0,85077.877,5903.8,0,5903.8
11/09/2011 10,11/09/2011 15,0,83949.45,6086.8,0,6086.8
11/09/2011 11,11/09/2011 16,0,83461.99,5903.9,0,5903.9
11/09/2011 12,11/09/2011 17,0,82704.528,5922.6,0,5922.6
11/09/2011 13,11/09/2011 18,0,82269.463,5895,0,5895
11/09/2011 14,11/09/2011 19,0,81973.953,5853.8,0,5853.8
11/09/2011 15,11/09/2011 20,0,81548.071,5985.4,0,5985.4
11/09/2011 16,11/09/2011 21,0,81266.993,5847.3,0,5847.3
11/09/2011 17,11/09/2011 22,0,82588.184,5425.2,0,5425.2
11/09/2011 18,11/09/2011 23,0.02,87836.952,5353,107.05,5353
11/09/2011 19,11/10/2011 00,0.02,89424.212,4525.2,90.49,4525.2
11/09/2011 20,11/10/2011 01,0.01,87906.028,4533,45.35,4533
11/09/2011 21,11/10/2011 02,0,85713.407,4656.9,0,4656.9
11/09/2011 22,11/10/2011 03,0,81865.615,4659.9,0,4659.9
11/09/2011 23,11/10/2011 04,0,76514.417,4680.3,0,4680.3
11/09/2011 24,11/10/2011 05,0,70830.367,4736.7,0,4736.7
11/10/2011 01,11/10/2011 06,0,66701.565,5467.3,0,5467.3
11/10/2011 02,11/10/2011 07,0,64582.545,5462.6,0,5462.6
11/10/2011 03,11/10/2011 08,0,63481.616,5426.2,0,5426.2
11/10/2011 04,11/10/2011 09,0,63306.583,5460,0,5460
11/10/2011 05,11/10/2011 10,0,64877.355,5407.4,0,5407.4
11/10/2011 06,11/10/2011 11,0,69734.881,5467.2,0,5467.2
11/10/2011 07,11/10/2011 12,0,78202.122,6110.6,0,6110.6
11/10/2011 08,11/10/2011 13,0,82684.188,6097.4,0,6097.4
11/10/2011 09,11/10/2011 14,0,83951.106,6102,0,6102
11/10/2011 10,11/10/2011 15,0,84685.343,6097.1,0,6097.1
11/10/2011 11,11/10/2011 16,0,85158.783,6098.4,0,6098.4
11/10/2011 12,11/10/2011 17,0,84950.73,6101.5,0,6101.5
11/10/2011 13,11/10/2011 18,0,84475.705,6113.2,0,6113.2
11/10/2011 14,11/10/2011 19,0,84551.109,6084.9,0,6084.9
11/10/2011 15,11/10/2011 20,0,84154.068,6152.4,0,6152.4
11/10/2011 16,11/10/2011 21,0,84085.503,6155,0,6155
11/10/2011 17,11/10/2011 22,0.01,86207.649,5698.3,56.97,5698.3
11/10/2011 18,11/10/2011 23,0.01,90898.788,5728.1,57.28,5728.1
11/10/2011 19,11/11/2011 00,0.02,92272.632,4823.2,96.48,4823.2
11/10/2011 20,11/11/2011 01,0.02,91225.014,4823.2,96.47,4823.2
11/10/2011 21,11/11/2011 02,0.01,89582.96,4823.5,48.22,4823.5
11/10/2011 22,11/11/2011 03,0,86078.356,4832.7,0,4832.7
11/10/2011 23,11/11/2011 04,0,81085.895,4969.1,0,4969.1
11/10/2011 24,11/11/2011 05,0,75792.718,4977.4,0,4977.4
11/11/2011 01,11/11/2011 06,0,71908.086,5412.1,0,5412.1
11/11/2011 02,11/11/2011 07,0,69868.839,5496.3,0,5496.3
11/11/2011 03,11/11/2011 08,0,69056.994,5440.6,0,5440.6
11/11/2011 04,11/11/2011 09,0,69025.867,5364.4,0,5364.4
11/11/2011 05,11/11/2011 10,0,70691.991,5393.4,0,5393.4
11/11/2011 06,11/11/2011 11,0,75483.936,5364.7,0,5364.7
11/11/2011 07,11/11/2011 12,0,83005.368,6097.3,0,6097.3
11/11/2011 08,11/11/2011 13,0.02,87375.233,6227.8,124.52,6227.8
11/11/2011 09,11/11/2011 14,0.01,88572.492,6162.5,61.62,6162.5
11/11/2011 10,11/11/2011 15,0,88627.666,6148.1,0,6148.1
11/11/2011 11,11/11/2011 16,0,88355.486,6215.9,0,6215.9
11/11/2011 12,11/11/2011 17,0,87599.638,6255.2,0,6255.2
11/11/2011 13,11/11/2011 18,0,86538.731,6103.7,0,6103.7
11/11/2011 14,11/11/2011 19,0,85598.367,6296.6,0,6296.6
11/11/2011 15,11/11/2011 20,0,84509.864,6153.6,0,6153.6
11/11/2011 16,11/11/2011 21,0,83957.509,5888.7,0,5888.7
11/11/2011 17,11/11/2011 22,0,85515.939,5629.1,0,5629.1
11/11/2011 18,11/11/2011 23,0.01,90951.363,5600.999,56.02,5600.999
11/11/2011 19,11/12/2011 00,0.01,92271.108,4752.5,47.54,4752.5
11/11/2011 20,11/12/2011 01,0.01,90662.343,4757.5,47.58,4757.5
11/11/2011 21,11/12/2011 02,0,89303.167,4866.6,0,4866.6
11/11/2011 22,11/12/2011 03,0,86717.105,4755.6,0,4755.6
11/11/2011 23,11/12/2011 04,0,82818.768,4763.2,0,4763.2
11/11/2011 24,11/12/2011 05,0,78134.288,4889.2,0,4889.2
11/12/2011 01,11/12/2011 06,0,74527.844,4735.6,0,4735.6
11/12/2011 02,11/12/2011 07,0,72577.255,4725.4,0,4725.4
11/12/2011 03,11/12/2011 08,0,71311.251,4639.7,0,4639.7
11/12/2011 04,11/12/2011 09,0,70915.313,4472.3,0,4472.3
11/12/2011 05,11/12/2011 10,0,71595.708,4592.5,0,4592.5
11/12/2011 06,11/12/2011 11,0,73830.631,4620.9,0,4620.9
11/12/2011 07,11/12/2011 12,0.01,77006.342,4703.5,47.06,4703.5
11/12/2011 08,11/12/2011 13,0.01,79349.254,4499.6,45.02,4499.6
11/12/2011 09,11/12/2011 14,0.01,80713.997,4367.8,43.7,4367.8
11/12/2011 10,11/12/2011 15,0.01,80457.086,4439.4,44.41,4439.4
11/12/2011 11,11/12/2011 16,0.01,79273.153,4501.5,45.05,4501.5
11/12/2011 12,11/12/2011 17,0,77394.924,4605.4,0,4605.4
11/12/2011 13,11/12/2011 18,0,75443.18,4552.8,0,4552.8
11/12/2011 14,11/12/2011 19,0,73404.233,4431.6,0,4431.6
11/12/2011 15,11/12/2011 20,0,72127.19,4562.8,0,4562.8
11/12/2011 16,11/12/2011 21,0,71586.343,4368.6,0,4368.6
11/12/2011 17,11/12/2011 22,0,73437.45,4451.5,0,4451.5
11/12/2011 18,11/12/2011 23,0.01,79378.314,4469.9,44.72,4469.9
11/12/2011 19,11/13/2011 00,0.01,81201.654,4489,44.92,4489
11/12/2011 20,11/13/2011 01,0,80085.536,4657.7,0,4657.7
11/12/2011 21,11/13/2011 02,0,78725.503,4644.3,0,4644.3
11/12/2011 22,11/13/2011 03,0,76630.848,4764.5,0,4764.5
11/12/2011 23,11/13/2011 04,0,72981.443,4535.9,0,4535.9
11/12/2011 24,11/13/2011 05,0,69184.6,4526,0,4526
11/13/2011 01,11/13/2011 06,0,65954.173,4510.4,0,4510.4
11/13/2011 02,11/13/2011 07,0,63882.891,4551.7,0,4551.7
11/13/2011 03,11/13/2011 08,0,62792.563,4480.4,0,4480.4
11/13/2011 04,11/13/2011 09,0,62208.91,4340,0,4340
11/13/2011 05,11/13/2011 10,0,62718.445,4372.9,0,4372.9
11/13/2011 06,11/13/2011 11,0,64142.189,4682.4,0,4682.4
11/13/2011 07,11/13/2011 12,0,66449.376,4579.4,0,4579.4
11/13/2011 08,11/13/2011 13,0,68438.664,4668.8,0,4668.8
11/13/2011 09,11/13/2011 14,0,70896.837,4650.3,0,4650.3
11/13/2011 10,11/13/2011 15,0,72023.041,4670,0,4670
11/13/2011 11,11/13/2011 16,0,72027.786,4654.6,0,4654.6
11/13/2011 12,11/13/2011 17,0,71753.187,4722.8,0,4722.8
11/13/2011 13,11/13/2011 18,0,71696.046,4799.8,0,4799.8
11/13/2011 14,11/13/2011 19,0,71174.869,4747.1,0,4747.1
11/13/2011 15,11/13/2011 20,0,70880.51,4750.9,0,4750.9
11/13/2011 16,11/13/2011 21,0,71182.235,4823,0,4823
11/13/2011 17,11/13/2011 22,0,73610.539,4736.9,0,4736.9
11/13/2011 18,11/13/2011 23,0.01,79361.255,4644.8,46.52,4644.8
11/13/2011 19,11/14/2011 00,0.01,81318.814,4644.2,46.44,4644.2
11/13/2011 20,11/14/2011 01,0.01,80323.336,4644.6,46.52,4644.6
11/13/2011 21,11/14/2011 02,0,78734.498,4650.4,0,4650.4
11/13/2011 22,11/14/2011 03,0,75262.051,4676.7,0,4676.7
11/13/2011 23,11/14/2011 04,0,71099.612,4707.1,0,4707.1
11/13/2011 24,11/14/2011 05,0,66577.396,4740.2,0,4740.2
11/14/2011 01,11/14/2011 06,0,63305.504,5288.8,0,5288.8
11/14/2011 02,11/14/2011 07,0,61344.052,5288.8,0,5288.8
11/14/2011 03,11/14/2011 08,0,60371.972,5288.8,0,5288.8
11/14/2011 04,11/14/2011 09,0,60315.53,5288.8,0,5288.8
11/14/2011 05,11/14/2011 10,0,62081.814,5288.8,0,5288.8
11/14/2011 06,11/14/2011 11,0,66906.466,5288.8,0,5288.8
11/14/2011 07,11/14/2011 12,0,75797.421,6143.2,0,6143.2
11/14/2011 08,11/14/2011 13,0,80751.511,5998,0,5998
11/14/2011 09,11/14/2011 14,0,81771.683,6037.4,0,6037.4
11/14/2011 10,11/14/2011 15,0,82016.893,6047.4,0,6047.4
11/14/2011 11,11/14/2011 16,0,82494.83,5977.8,0,5977.8
11/14/2011 12,11/14/2011 17,0,82704.626,6015,0,6015
11/14/2011 13,11/14/2011 18,0,82372.902,6139.7,0,6139.7
11/14/2011 14,11/14/2011 19,0,82355.607,6158.8,0,6158.8
11/14/2011 15,11/14/2011 20,0,81634.493,6043.3,0,6043.3
11/14/2011 16,11/14/2011 21,0,81211.694,5947.7,0,5947.7
11/14/2011 17,11/14/2011 22,0,82282.421,5509.6,0,5509.6
11/14/2011 18,11/14/2011 23,0.01,87519.185,5568.2,55.69,5568.2
11/14/2011 19,11/15/2011 00,0.01,88709.584,4673.3,46.75,4673.3
11/14/2011 20,11/15/2011 01,0,87206.674,4791.6,0,4791.6
11/14/2011 21,11/15/2011 02,0,84784.412,4916.4,0,4916.4
11/14/2011 22,11/15/2011 03,0,80513.914,5015.2,0,5015.2
11/14/2011 23,11/15/2011 04,0,74936.407,4811.4,0,4811.4
11/14/2011 24,11/15/2011 05,0,69081.451,4813.8,0,4813.8
11/15/2011 01,11/15/2011 06,0,64792.389,5192.3,0,5192.3
11/15/2011 02,11/15/2011 07,0,62243.951,5192.3,0,5192.3
11/15/2011 03,11/15/2011 08,0,61013.89,5192.3,0,5192.3
11/15/2011 04,11/15/2011 09,0,60661.067,5192.3,0,5192.3
11/15/2011 05,11/15/2011 10,0,61711.021,5192.3,0,5192.3
11/15/2011 06,11/15/2011 11,0,66218.026,5199.3,0,5199.3
11/15/2011 07,11/15/2011 12,0,74967.861,6078.3,0,6078.3
11/15/2011 08,11/15/2011 13,0,80193.628,6170.7,0,6170.7
11/15/2011 09,11/15/2011 14,0,81528.002,6172.3,0,6172.3
11/15/2011 10,11/15/2011 15,0,82343.619,6091.3,0,6091.3
11/15/2011 11,11/15/2011 16,0,82978.384,6071.3,0,6071.3
11/15/2011 12,11/15/2011 17,0,83105.374,6161.6,0,6161.6
11/15/2011 13,11/15/2011 18,0,83098.821,6129,0,6129
11/15/2011 14,11/15/2011 19,0,82993.857,6050.4,0,6050.4
11/15/2011 15,11/15/2011 20,0,82440.611,6086.3,0,6086.3
11/15/2011 16,11/15/2011 21,0,82165.494,6083.3,0,6083.3
11/15/2011 17,11/15/2011 22,0,84062.397,5605.3,0,5605.3
11/15/2011 18,11/15/2011 23,0.01,88371.655,5471,54.74,5471
11/15/2011 19,11/16/2011 00,0,89072.424,4770.8,0,4770.8
11/15/2011 20,11/16/2011 01,0,87624.612,4705.9,0,4705.9
11/15/2011 21,11/16/2011 02,0,85360.491,4729.3,0,4729.3
11/15/2011 22,11/16/2011 03,0,81384.7,4729,0,4729
11/15/2011 23,11/16/2011 04,0,75571.986,4822.3,0,4822.3
11/15/2011 24,11/16/2011 05,0,69686.668,4817.8,0,4817.8
11/16/2011 01,11/16/2011 06,0,65387.627,4995.3,0,4995.3
11/16/2011 02,11/16/2011 07,0,62856.721,4995.3,0,4995.3
11/16/2011 03,11/16/2011 08,0,61778.739,4995.3,0,4995.3
11/16/2011 04,11/16/2011 09,0,61197.839,4995.3,0,4995.3
11/16/2011 05,11/16/2011 10,0,62529.636,4995.3,0,4995.3
11/16/2011 06,11/16/2011 11,0,67177.847,4995.3,0,4995.3
