Preliminary Day-ahead Scheduling Reserve Summary,,,,,,
Month:,"October, 2008 ",Report Creation Timestamp (EPT):, 08/03/2010 02:30:01 PM,,,
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
10/29/2008 10,10/29/2008 14,0.1,84582.841,5136.2,513.62,5136.2
10/29/2008 11,10/29/2008 15,0.1,84351.873,5144.2,514.42,5144.2
10/29/2008 12,10/29/2008 16,0.1,83575.948,5144.8,514.48,5144.8
10/29/2008 13,10/29/2008 17,0.1,82215.662,5147,514.7,5147
10/29/2008 14,10/29/2008 18,0.1,81583.094,5146.9,514.69,5146.9
10/29/2008 15,10/29/2008 19,0.1,80330.067,5147.1,514.71,5147.1
10/29/2008 16,10/29/2008 20,0.09,79773.942,4926.7,443.42,4926.7
10/29/2008 17,10/29/2008 21,0.1,80076.099,4976.8,497.68,4976.8
10/29/2008 18,10/29/2008 22,0.1,81750.309,5036.5,503.65,5036.5
10/29/2008 19,10/29/2008 23,0.1,85659.403,5059.4,505.94,5059.4
10/29/2008 20,10/30/2008 00,0.1,88032.984,5079.4,507.94,5079.4
10/29/2008 21,10/30/2008 01,0.1,87061.644,5136.3,513.63,5136.3
10/29/2008 22,10/30/2008 02,0.1,84145.199,5136,513.6,5136
10/29/2008 23,10/30/2008 03,0.1,78990.89,5121.6,512.16,5121.6
10/29/2008 24,10/30/2008 04,0.09,73261.069,5088.5,458.03,5088.5
10/30/2008 01,10/30/2008 05,0.09,69307.687,4240.5,381.7,4240.5
10/30/2008 02,10/30/2008 06,0.09,67270.536,4225.9,380.36,4225.9
10/30/2008 03,10/30/2008 07,0,66356.538,4221.2,0,4221.2
10/30/2008 04,10/30/2008 08,0.08,66517.454,4216.9,337.36,4216.9
10/30/2008 05,10/30/2008 09,0.09,68167.698,4236.7,381.33,4236.7
10/30/2008 06,10/30/2008 10,0.09,73044.475,4248.7,382.4,4248.7
10/30/2008 07,10/30/2008 11,0.1,82041.181,4188.2,418.82,4188.2
10/30/2008 08,10/30/2008 12,0.1,87917.296,4260.8,426.08,4260.8
10/30/2008 09,10/30/2008 13,0.1,87694.879,4246,424.6,4246
10/30/2008 10,10/30/2008 14,0.1,85973.488,4215.2,421.52,4215.2
10/30/2008 11,10/30/2008 15,0.1,84531.506,4223.7,422.37,4223.7
10/30/2008 12,10/30/2008 16,0.1,82706.807,4242.1,424.21,4242.1
10/30/2008 13,10/30/2008 17,0.09,80892.58,4213.7,379.27,4213.7
10/30/2008 14,10/30/2008 18,0.09,79585.183,4197.6,377.81,4197.6
10/30/2008 15,10/30/2008 19,0.09,78163.893,4113.9,370.26,4113.9
10/30/2008 16,10/30/2008 20,0,76894.807,4085.2,0,4085.2
10/30/2008 17,10/30/2008 21,0.08,76711.743,4155.9,332.49,4155.9
10/30/2008 18,10/30/2008 22,0.09,77488.79,4244,381.99,4244
10/30/2008 19,10/30/2008 23,0.1,81475.459,4272.2,427.22,4272.2
10/30/2008 20,10/31/2008 00,0.1,84777.254,4281.6,428.16,4281.6
10/30/2008 21,10/31/2008 01,0.1,84618.564,4281.5,428.15,4281.5
10/30/2008 22,10/31/2008 02,0.1,82174.595,4263.4,426.34,4263.4
10/30/2008 23,10/31/2008 03,0.09,77418.689,4180.3,376.25,4180.3
10/30/2008 24,10/31/2008 04,0,72054.5,4189.7,0,4189.7
10/31/2008 01,10/31/2008 05,0,68128.839,5018.7,0,5018.7
10/31/2008 02,10/31/2008 06,0,66012.892,4989.9,0,4989.9
10/31/2008 03,10/31/2008 07,0,65369.809,5020.5,0,5020.5
10/31/2008 04,10/31/2008 08,0,65503.888,5021.1,0,5021.1
10/31/2008 05,10/31/2008 09,0,67023.547,5019.5,0,5019.5
10/31/2008 06,10/31/2008 10,0,71754.602,5019,0,5019
10/31/2008 07,10/31/2008 11,0.1,80301.718,5018.2,501.82,5018.2
10/31/2008 08,10/31/2008 12,0.1,86002.921,5018,501.8,5018
10/31/2008 09,10/31/2008 13,0.1,85846.525,5029.7,502.97,5029.7
10/31/2008 10,10/31/2008 14,0.1,84021.24,5004.3,500.43,5004.3
10/31/2008 11,10/31/2008 15,0.1,81871.079,5013.1,501.31,5013.1
10/31/2008 12,10/31/2008 16,0.1,80014.717,5014.9,501.49,5014.9
10/31/2008 13,10/31/2008 17,0.1,78288.141,5006.2,500.62,5006.2
10/31/2008 14,10/31/2008 18,0.1,77002.999,4988.1,498.81,4988.1
10/31/2008 15,10/31/2008 19,0.1,75770.06,4983.3,498.33,4983.3
10/31/2008 16,10/31/2008 20,0.1,74415.315,4915.9,491.59,4915.9
10/31/2008 17,10/31/2008 21,0.1,73813.442,4856.6,485.66,4856.6
10/31/2008 18,10/31/2008 22,0.1,73545.271,4988.6,498.86,4988.6
10/31/2008 19,10/31/2008 23,0.1,75302.778,4984.6,498.46,4984.6
10/31/2008 20,11/01/2008 00,0.1,76350.318,4984.9,498.49,4984.9
10/31/2008 21,11/01/2008 01,0.1,75411.135,5016.7,501.67,5016.7
10/31/2008 22,11/01/2008 02,0.1,73418.048,4935.2,493.52,4935.2
10/31/2008 23,11/01/2008 03,0,70080.478,4899.6,0,4899.6
10/31/2008 24,11/01/2008 04,0,65549.931,4907.6,0,4907.6
End of Report,,,,,,
